Name	Length
C23H3.2b	1656
C23H3.3b	1235
C23H3.4a.1	1607
C23H3.4a.2	1529
C23H3.4b.1	1607
C23H3.4b.2	1529
C23H3.4b.3	1512
C23H3.4c.1	782
C23H3.4c.2	704
C23H3.5	1656
C23H3.7	2107
C23H3.9a	1185
C23H3.9b.1	2958
C23H3.9b.2	2558
C23H3.9b.3	2256
C23H3.9d.1	2787
C23H3.9d.2	2085
C23H3.9e.1	2137
C23H3.9e.2	2970
C23H3.9e.3	2537
C23H3.9e.4	2570
C23H3.9e.5	2268
C23H3.9e.6	781
C23H4.1.1	2086
C23H4.1.2	2056
C23H4.1.3	2011
C23H4.1.4	1942
C23H4.2	1806
C23H4.3	1947
C23H4.4a.1	1926
C23H4.4a.2	1846
C23H4.4b.1	903
C23H4.4b.2	823
C23H4.6a	3578
C23H4.6b	3428
C23H4.7	2088
C23H4.8	852
C23H5.1	853
C23H5.11a	1266
C23H5.11b	120
C23H5.12	798
C23H5.15	628
C23H5.2	837
C23H5.3	383
C23H5.7	1887
C23H5.8a	733
C23H5.8b.1	695
C23H5.8b.2	1044
C23H5.8c	637
C23H5.8d	724
C23H5.9	725
C24A1.1.1	522
C24A1.1.2	446
C24A1.2a.1	1653
C24A1.2a.2	1638
C24A1.2b.1	1890
C24A1.2b.2	1875
C24A1.3a	2707
C24A1.3b	2495
C24A11.1	760
C24A11.2	561
C24A11.5	390
C24A11.6	192
C24A11.8a	2346
C24A11.8b	2370
C24A11.8c	2451
C24A11.9	1562
C24A3.1	1917
C24A3.2a.1	626
C24A3.2a.2	635
C24A3.2a.3	577
C24A3.2a.4	612
C24A3.2a.5	436
C24A3.2b.1	509
C24A3.2b.2	453
C24A3.2b.3	503
C24A3.4	1134
C24A3.6.1	1562
C24A3.6.2	1936
C24A3.9	360
C24A8.1	2049
C24A8.3	3543
C24A8.4	1308
C24A8.5	457
C24A8.6	864
C24B5.1	1443
C24B5.2a	1526
C24B5.2c	1709
C24B5.3	3005
C24B5.4	1159
C24B5.5a	987
C24B5.5b	846
C24B9.1	1038
C24B9.10	966
C24B9.11	642
C24B9.12	1011
C24B9.14	1004
C24B9.15	954
C24B9.16	906
C24B9.2	894
C24B9.3	1605
C24B9.4a	999
C24B9.4b	870
C24B9.5	999
C24B9.6	960
C24B9.7	948
C24B9.8	1050
C24B9.9	448
C24D10.1	1558
C24D10.2.1	602
C24D10.2.2	525
C24D10.4	756
C24D10.49	186
C24D10.5	1025
C24D10.6	590
C24D10.7.1	331
C24D10.7.2	332
C24D10.8	358
C24F3.1a	1555
C24F3.1b	1503
C24F3.2	1034
C24F3.3	1213
C24F3.4a	2204
C24F3.4b.1	2181
C24F3.4b.2	2120
C24F3.4c	1465
C24F3.5a	4719
C24F3.5b	4730
C24F3.6.1	986
C24F3.6.2	1144
C24G6.1	894
C24G6.2a	2940
C24G6.2b	3426
C24G6.3	2925
C24G6.4	2061
C24G6.6.1	1857
C24G6.6.2	1822
C24G6.6.3	1891
C24G6.6.4	1783
C24G6.7	1194
C24G6.8a.1	592
C24G6.8a.2	698
C24G6.8b.1	1454
C24G6.8b.2	1290
C24G6.8b.3	1238
C24G7.1	1827
C24G7.2	1986
C24G7.4	2302
C24H10.1	944
C24H10.2	1394
C24H10.3	521
C24H10.4	220
C24H10.5	1144
C24H11.1	1252
C24H11.2	1244
C24H11.3	979
C24H11.4	972
C24H11.5a	204
C24H11.5b	339
C24H11.6	602
C24H11.7a	6256
C24H11.7b	1458
C24H11.8a	2013
C24H11.8b	2079
C24H11.9	972
C24H12.1	1259
C24H12.18	326
C24H12.2	450
C24H12.4a	2006
C24H12.4b	1805
C24H12.4c	1707
C24H12.4d	597
C24H12.5a	1388
C24H12.5b	1919
C24H12.5c	1880
C24H12.5d	1252
C24H12.5e	1088
C24H12.6	806
C24H12.8	624
C25A1.1	1063
C25A1.10a.1	3158
C25A1.10a.2	3189
C25A1.10b.1	2333
C25A1.10b.2	2364
C25A1.11a	1606
C25A1.11b	1600
C25A1.12.1	1335
C25A1.12.2	1309
C25A1.13	663
C25A1.15	276
C25A1.16a.1	646
C25A1.16a.2	632
C25A1.2.1	866
C25A1.2.2	857
C25A1.3	1267
C25A1.4.1	1678
C25A1.4.2	1636
C25A1.5	1306
C25A1.6	195
C25A1.7a.1	3379
C25A1.7a.2	3287
C25A1.7a.3	3276
C25A1.7b	571
C25A1.8	894
C25A1.9a	1391
C25A1.9b	1379
C25A11.1.1	864
C25A11.1.2	646
C25A11.1.3	593
C25A11.10	1452
C25A11.2	2187
C25A11.4a	4732
C25A11.4b	5172
C25A11.4c.1	5187
C25A11.4c.2	5141
C25A11.4d	6017
C25A11.4e	3987
C25A11.4f.1	6140
C25A11.4f.2	6044
C25A11.4g	5013
C25A11.4h	4437
C25A11.4i	4311
C25A11.4j	4289
C25A11.4k	5527
C25A11.4l	4999
C25A11.4m	4867
C25A6.1	903
C25A8.1	114
C25A8.2	497
C25A8.4	3243
C25A8.5	1293
C25B8.1a	2561
C25B8.1b	2536
C25B8.3a	1264
C25B8.3b	1255
C25B8.3c	1229
C25B8.4a	876
C25B8.4b	875
C25B8.4c	491
C25B8.5	1098
C25B8.6	1682
C25B8.7	1339
C25B8.8	1067
C25D7.1	569
C25D7.10	809
C25D7.15a	607
C25D7.15b	330
C25D7.16	411
C25D7.3	6770
C25D7.4a	1078
C25D7.4b	1000
C25D7.5	1195
C25D7.6	2685
C25D7.7	971
C25D7.8.1	1005
C25D7.8.2	1117
C25D7.9	183
C25E10.1	1342
C25E10.10	734
C25E10.11	433
C25E10.12	1098
C25E10.13	277
C25E10.16	604
C25E10.17a	401
C25E10.17b	165
C25E10.2	1491
C25E10.3a	1928
C25E10.3c	917
C25E10.4	1654
C25E10.5	1616
C25E10.7	617
C25E10.8	517
C25E10.9	420
C25F6.1	971
C25F6.2a	3780
C25F6.2b.1	1586
C25F6.2b.2	1763
C25F6.3	3346
C25F6.4	2548
C25F6.6	414
C25F6.7a	1365
C25F6.7b	1417
C25F6.8	685
C25F9.10a	609
C25F9.10b	481
C25F9.11	585
C25F9.12	614
C25F9.13	675
C25F9.14a	631
C25F9.14b	435
C25F9.15	447
C25F9.16	323
C25F9.1a	1353
C25F9.1b	1005
C25F9.1c	681
C25F9.2	4633
C25F9.4	1891
C25F9.5.1	2258
C25F9.5.2	2158
C25F9.6.1	505
C25F9.6.2	506
C25F9.7	528
C25F9.8	1136
C25F9.9	710
C25G4.1	1535
C25G4.10a	4593
C25G4.10b	1079
C25G4.17	586
C25G4.2.1	710
C25G4.2.2	699
C25G4.3a	772
C25G4.3b	662
C25G4.4	1628
C25G4.5	4202
C25G4.6	978
C25G4.7b	603
C25G4.8	1185
C25G6.1	522
C25G6.2.1	1137
C25G6.2.2	711
C25G6.3	1749
C25G6.4	636
C25G6.5	1223
C25H3.1	1058
C25H3.10a	1052
C25H3.10b	914
C25H3.11	2921
C25H3.12	603
C25H3.14	543
C25H3.15	556
C25H3.16.1	434
C25H3.16.2	467
C25H3.17	323
C25H3.3	802
C25H3.4.1	1895
C25H3.4.2	1831
C25H3.5	567
C25H3.6a	2586
C25H3.6b	413
C25H3.6c	382
C25H3.7	979
C25H3.8	7428
C25H3.9a	829
C25H3.9b	822
C26B2.1	1435
C26B2.2	840
C26B2.3a.1	2436
C26B2.3a.2	2359
C26B2.3c	2238
C26B2.4	1197
C26B2.6	1103
C26B2.7a	626
C26B2.7b	303
C26B2.8	1186
C26B9.1a.1	1761
C26B9.1a.2	1694
C26B9.1b	1633
C26B9.2	1072
C26B9.3	964
C26B9.5	1705
C26B9.6	1066
C26B9.7	441
C26C6.10	342
C26C6.1a	6001
C26C6.1b.1	5907
C26C6.1b.2	2021
C26C6.1b.3	1946
C26C6.2	2007
C26C6.3	2264
C26C6.4a	1185
C26C6.4b	936
C26C6.5a	3005
C26C6.5b.1	2799
C26C6.5b.2	3014
C26C6.6	479
C26C6.7a	1214
C26C6.7b	1310
C26C6.8	822
C26C6.9	741
C26D10.1	2162
C26D10.2a	1522
C26D10.3	1576
C26D10.4	2545
C26D10.5a	2344
C26D10.5b	2229
C26D10.6a	1742
C26D10.7	1791
C26E1.1	438
C26E1.2a	1431
C26E1.2b	1472
C26E1.3.1	1792
C26E1.3.2	1613
C26E6.1	591
C26E6.11	844
C26E6.12	1358
C26E6.2	1962
C26E6.3	1676
C26E6.4	3960
C26E6.5	1353
C26E6.6	1365
C26E6.7a.1	2028
C26E6.7a.2	1974
C26E6.7b.1	2034
C26E6.7b.2	2011
C26E6.7c	2001
C26E6.7d	1995
C26E6.8	1751
C26E6.9a	4728
C26E6.9b	2881
C26E6.9c	5096
C26F1.10	444
C26F1.1a	498
C26F1.1b	658
C26F1.2	1692
C26F1.3	705
C26F1.4.1	478
C26F1.4.2	489
C26F1.4.3	451
C26F1.5	1076
C26F1.6	1209
C26F1.7a.1	876
C26F1.7a.2	750
C26F1.7b	839
C26F1.9	236
C26G2.1a	3938
C26G2.1b	3977
C26G2.1c	516
C26G2.1d	2429
C26G2.1e	2516
C26G2.1f	3100
C26G2.1g	3061
C26G2.2a	3026
C26G2.2b	2046
C26H9A.1a	3204
C26H9A.1b	3868
C26H9A.1c	1044
C26H9A.2a	10530
C26H9A.2b	10540
C26H9A.2c	10546
C26H9A.2d	10540
C26H9A.3	249
C27A12.10	770
C27A12.2	1971
C27A12.3	1677
C27A12.4	1313
C27A12.5	823
C27A12.6	1787
C27A12.7a.1	2095
C27A12.7a.2	2061
C27A12.7a.3	1952
C27A12.7b.1	1996
C27A12.7b.2	1952
C27A12.7b.3	1950
C27A12.8.1	1873
C27A12.8.2	1793
C27A12.9	2784
C27A2.1	3385
C27A2.12	1400
C27A2.2a	435
C27A2.3.1	1095
C27A2.3.2	931
C27A2.4	1359
C27A2.5	671
C27A2.6	2478
C27A2.7	705
C27A2.8	547
C27A7.1a	2667
C27A7.1b	2600
C27A7.1c	2546
C27A7.1d	2582
C27A7.3a	2308
C27A7.3b	2164
C27A7.3c	2275
C27A7.3d	2131
C27A7.4	4314
C27A7.5a	2296
C27A7.5b	515
C27A7.5c	2301
C27A7.5d	2305
C27A7.5e	2270
C27A7.6a.1	1497
C27A7.6a.2	1772
C27A7.6c	1500
C27A7.6d.1	1455
C27A7.6d.2	1434
C27A7.6d.3	1305
C27A7.7	1011
C27A7.8a	518
C27A7.8b	518
C27A7.9	288
C27B7.1a	1157
C27B7.1b	1152
C27B7.2	827
C27B7.4	4187
C27B7.5	1393
C27B7.6	1441
C27B7.7a	4520
C27B7.8	1160
C27B7.9	404
C27C12.1	1120
C27C12.2	2116
C27C12.3	1929
C27C12.4	1459
C27C12.5a	1543
C27C12.5b	1596
C27C12.6	913
C27C12.7.1	2560
C27C12.7.2	2607
C27C7.1	1105
C27C7.3	1075
C27C7.4	1542
C27C7.5a	879
C27C7.5b	840
C27C7.7	1047
C27C7.8	531
C27D11.1	3588
C27D6.1	2508
C27D6.10	1131
C27D6.11	1071
C27D6.12a	326
C27D6.12b	326
C27D6.3	532
C27D6.4a.1	1613
C27D6.4a.2	1329
C27D6.4b	1650
C27D6.4c	2081
C27D6.4d	1297
C27D6.6	1038
C27D6.8	1026
C27D6.9	1083
C27D8.1	1127
C27D8.2	1596
C27D8.3a	2606
C27D8.3b	2965
C27D8.4	1078
C27D9.1	1899
C27D9.2	682
C27F2.1	2136
C27F2.10.1	1434
C27F2.10.2	1401
C27F2.2a	5602
C27F2.2b	5484
C27F2.4	1313
C27F2.5	1033
C27F2.6	498
C27F2.7	1227
C27F2.8	5647
C27F2.9	974
C27H5.1	532
C27H5.2a	1774
C27H5.2b	1765
C27H5.2c	1639
C27H5.2d	1836
C27H5.3a.1	1672
C27H5.3a.2	1586
C27H5.3b.1	1505
C27H5.3b.2	1540
C27H5.3b.3	1497
C27H5.4a	1607
C27H5.4b	1603
C27H5.4c	1069
C27H5.5a	865
C27H5.5b	847
C27H5.5c	1102
C27H5.6	1059
C27H5.7a	1820
C27H5.7b	1774
C27H5.8	1750
C27H6.1a	5359
C27H6.1b	4513
C27H6.1c	4240
C27H6.2	1782
C27H6.3	1365
C27H6.4a	1103
C27H6.4b	1277
C27H6.4c.1	993
C27H6.4c.2	1240
C27H6.4c.3	1019
C27H6.4c.4	956
C27H6.4c.5	914
C27H6.4c.6	839
C27H6.8	1266
C27H6.9	914
C28A5.1	3833
C28A5.2	3771
C28A5.3	1084
C28A5.4a	1028
C28A5.4b	1055
C28A5.6	3279
C28C12.10a	3236
C28C12.10b	3290
C28C12.10c	2920
C28C12.10d	2926
C28C12.10e	3125
C28C12.10f	3119
C28C12.11a	874
C28C12.11b	840
C28C12.12	1302
C28C12.13	999
C28C12.1a	766
C28C12.1b	766
C28C12.1c	291
C28C12.2	720
C28C12.3	588
C28C12.4	877
C28C12.5	1387
C28C12.7a	830
C28C12.7b	1371
C28C12.8	516
C28C12.9.1	2056
C28C12.9.2	2008
C28D4.1.1	1622
C28D4.1.2	1382
C28D4.10a	378
C28D4.10b	210
C28D4.2a	1706
C28D4.2b	1628
C28D4.2c	1637
C28D4.3.1	1506
C28D4.3.2	1386
C28D4.4	1105
C28D4.5	1173
C28D4.7	1077
C28D4.8	1082
C28D4.9	1558
C28F5.1	525
C28F5.2	884
C28F5.4	2830
C28G1.1	1194
C28G1.10	865
C28G1.2	798
C28G1.3	2578
C28G1.4	3340
C28G1.5a	1734
C28G1.5b	1131
C28G1.6	1032
C28H8.1	633
C28H8.11a.1	1429
C28H8.11a.2	1298
C28H8.11c	660
C28H8.12.1	1151
C28H8.12.2	1153
C28H8.2	686
C28H8.3	5456
C28H8.4.1	682
C28H8.4.2	923
C28H8.5a	982
C28H8.5b.1	959
C28H8.5b.2	838
C28H8.6a	1373
C28H8.6b	920
C28H8.6c	1192
C28H8.7	852
C28H8.8	894
C28H8.9a	1432
C28H8.9b	586
C28H8.9c	725
C29A12.1	964
C29A12.22	171
C29A12.3a	2417
C29A12.3b	655
C29A12.4a	4909
C29A12.4b	5437
C29A12.4c	1551
C29A12.4d	1023
C29A12.4e	678
C29A12.4f	1656
C29A12.4g	375
C29A12.4h	1305
C29A12.4i	664
C29A12.4j	1269
C29A12.4k	5464
C29A12.4l	4936
C29A12.4m	1128
C29A12.6a	1985
C29A12.6b	2996
C29E4.1	1131
C29E4.10	2043
C29E4.11	881
C29E4.12	504
C29E4.13a	1052
C29E4.13b	1109
C29E4.13c.1	988
C29E4.13c.2	992
C29E4.13c.3	882
C29E4.13c.4	870
C29E4.14	451
C29E4.15	708
C29E4.17	198
C29E4.2	2758
C29E4.3a	3378
C29E4.3b	3137
C29E4.4	3597
C29E4.5a	2174
C29E4.5b	473
C29E4.7	804
C29E4.8.1	1099
C29E4.8.2	1040
C29E4.9	435
C29E6.1a.1	2716
C29E6.1a.2	2631
C29E6.1b.1	2239
C29E6.1b.2	2154
C29E6.1c.1	2359
C29E6.1c.2	2274
C29E6.2a	3746
C29E6.2b	3704
C29E6.3	1488
C29E6.4	2910
C29E6.5a	1647
C29E6.5b	1594
C29F3.1	2364
C29F3.2	1817
C29F3.3	475
C29F3.4	525
C29F3.5	619
C29F3.6	837
C29F3.7a	1719
C29F3.7b	1452
C29F4.1	945
C29F4.2	2004
C29F4.3	1173
C29F5.1	1357
C29F5.3	1092
C29F5.4	979
C29F5.5	522
C29F5.7	913
C29F5.8	654
C29F7.1	1425
C29F7.10	808
C29F7.2a	1310
C29F7.2b	1264
C29F7.3	803
C29F7.4a	1303
C29F7.4b	1299
C29F7.5	1527
C29F7.6a	2551
C29F7.6b	1753
C29F9.1	893
C29F9.12	189
C29F9.13	432
C29F9.2	520
C29F9.3a.1	1047
C29F9.3a.2	926
C29F9.3b	528
C29F9.3c	875
C29F9.4	906
C29F9.5	681
C29F9.6.1	1020
C29F9.6.2	995
C29F9.6.3	943
C29F9.7	1597
C29F9.8	765
C29F9.9	432
C29G2.3	801
C29G2.4	1065
C29G2.5	642
C29G2.6	698
C29H12.1	1764
C29H12.2.1	1543
C29H12.2.2	1523
C29H12.3a	1295
C29H12.3b	1556
C29H12.3c	1053
C29H12.5	2165
C29H12.6	1214
C30A5.10a	3198
C30A5.10b	1706
C30A5.16	314
C30A5.2	983
C30A5.3	1044
C30A5.4	1137
C30A5.5	309
C30A5.7a	1354
C30A5.7b	1448
C30B5.1	2535
C30B5.17	902
C30B5.2a	776
C30B5.2b	711
C30B5.3	1847
C30B5.4	974
C30B5.5	1479
C30B5.6a	764
C30B5.6b	1805
C30B5.7	1158
C30B5.9	504
C30C11.1	666
C30C11.2.1	1678
C30C11.2.2	1856
C30C11.4.1	2706
C30C11.4.2	2695
C30D11.1a	2490
C30D11.1b	2466
C30D11.1c	2592
C30D11.1d	2418
C30D11.1e	2746
C30D11.1f	3184
C30D11.1g	2145
C30D11.1h	2001
C30D11.1i	2651
C30D11.1j	2697
C30E1.2	819
C30E1.3	768
C30E1.4	873
C30E1.5	960
C30E1.8	1275
C30F12.1	2164
C30F12.2.1	1638
C30F12.2.2	1595
C30F12.3	956
C30F12.4	1075
C30F12.5a	1567
C30F12.5b	664
C30F12.6	1484
C30F12.7.1	1441
C30F12.7.2	1243
C30F2.1	924
C30F2.2	1151
C30F2.3	1355
C30F2.4	213
C30F2.5	756
C30F8.2.1	1468
C30F8.2.2	1461
C30F8.2.3	1453
C30F8.3	1087
C30F8.4a	2796
C30F8.4b.1	2878
C30F8.4b.2	2685
C30G12.1a	1561
C30G12.1b	1528
C30G12.2	1047
C30G12.3	453
C30G12.4	953
C30G12.6a	3386
C30G12.6b	3312
C30G12.7	1820
C30G4.2	893
C30G4.3	3673
C30G4.4a	1277
C30G4.4b	1199
C30G4.4c	1316
C30G4.4d	1238
C30G4.4e	1250
C30G4.4f	1172
C30G4.4g	1289
C30G4.4h	1211
C30G4.4i	1225
C30G4.4j.1	1147
C30G4.4j.2	994
C30G4.4k	1264
C30G4.4l.1	1186
C30G4.4l.2	1033
C30G4.4m	1198
C30G4.4n.1	1120
C30G4.4n.2	967
C30G4.4o	1237
C30G4.4p.1	1159
C30G4.4p.2	1006
C30G4.4q.1	837
C30G4.4q.2	876
C30G4.4q.3	780
C30G4.4r.1	810
C30G4.4r.2	849
C30G4.4r.3	753
C30G4.4s.1	876
C30G4.4s.2	849
C30G4.4s.3	810
C30G4.4s.4	837
C30G4.4s.5	839
C30G4.4s.6	470
C30G4.6	1471
C30G7.1	907
C30G7.2a	707
C30G7.2b	1138
C30G7.3	1043
C30G7.4.1	608
C30G7.4.2	545
C30G7.5	930
C30H6.10	542
C30H6.12a	588
C30H6.12b	608
C30H6.1a	2028
C30H6.1b	1986
C30H6.1c	2058
C30H6.1d	2016
C30H6.1e	1983
C30H6.1g	2025
C30H6.1h	2019
C30H6.1i	1977
C30H6.1j	1986
C30H6.1k	1944
C30H6.1l	1995
C30H6.1m	1953
C30H6.1n	1989
C30H6.1o	1947
C30H6.1p	1956
C30H6.1q	1914
C30H6.2	1284
C30H6.4	1431
C30H6.5a	1815
C30H6.5b	1811
C30H6.6	2115
C30H6.7a	1101
C30H6.8.1	665
C30H6.8.2	634
C30H6.9.1	778
C30H6.9.2	653
C30H7.2a.1	1764
C30H7.2a.2	1640
C30H7.2b	1723
C31A11.1	2174
C31A11.10	843
C31A11.13	244
C31A11.3	852
C31A11.4	849
C31A11.5	2215
C31A11.6	993
C31A11.7	2233
C31A11.9	1059
C31B8.1	1033
C31B8.11a	1038
C31B8.11b	546
C31B8.11c	735
C31B8.12	1158
C31B8.13	978
C31B8.16	798
C31B8.3	1008
C31B8.4	1160
C31B8.6a	984
C31B8.7	1470
C31B8.8	1949
C31B8.9	813
C31C9.1a	1543
C31C9.1b	1489
C31C9.1c	1381
C31C9.1d	1327
C31C9.2	1135
C31C9.3	1298
C31C9.6	2847
C31C9.7.1	446
C31C9.7.2	470
C31C9.8	1554
C31E10.1	1053
C31E10.3	1238
C31E10.4	552
C31E10.5	2288
C31E10.6	2051
C31E10.7.1	585
C31E10.7.2	563
C31E10.8	4165
C31G12.1	742
C31G12.2	659
C31G12.3	210
C31G12.4a	2686
C31G12.4b	2689
C31H1.1	1965
C31H1.2	1076
C31H1.5	1072
C31H1.6a	1205
C31H1.6b	1067
C31H1.6c	1056
C31H1.8a	1971
C31H1.8b	1687
C31H1.8c	1892
C31H1.8d	1577
C31H2.14.1	363
C31H2.14.2	266
C31H2.1a	2563
C31H2.1b	2402
C31H2.2	1513
C31H2.3	693
C31H2.4	1172
C31H5.1	1088
C31H5.3a	1858
C31H5.3b	1841
C31H5.4	330
C31H5.5	798
C31H5.6a.1	1722
C31H5.6a.2	1408
C31H5.6b	1182
C31H5.7	425
C32A3.1a	1847
C32A3.1b	1769
C32A3.2	1408
C32A3.3a.1	1924
C32A3.3a.2	1645
C32A3.3a.3	1640
C32A3.3b	1724
C32A9.1	882
C32B5.10	1318
C32B5.13	666
C32B5.14a	1376
C32B5.14b	1178
C32B5.15a	1083
C32B5.15b	1059
C32B5.16	1159
C32B5.17b	620
C32B5.18	280
C32B5.1a	1406
C32B5.1b	1043
C32B5.1c	1187
C32B5.2	1040
C32B5.4	1083
C32B5.5a	967
C32B5.5b	855
C32B5.6a	559
C32B5.6b	483
C32B5.7a	920
C32B5.7b	681
C32B5.7c	634
C32B5.9	990
C32C4.16	135
C32C4.1a	1658
C32C4.1b	1685
C32C4.1c	1603
C32C4.1e	1640
C32C4.1f	1676
C32C4.1g	1953
C32C4.1h	1796
C32C4.1i	1616
C32C4.2a	872
C32C4.2b	1001
C32C4.2c	1007
C32C4.2d	135
C32C4.3a	1109
C32C4.3b	1080
C32C4.3c.1	1193
C32C4.3c.2	1253
C32C4.5a	528
C32C4.5b	213
C32C4.7	1611
C32D5.1	1131
C32D5.10	2233
C32D5.11	2533
C32D5.12	1185
C32D5.14	361
C32D5.2	2131
C32D5.3.1	2712
C32D5.3.2	2702
C32D5.4	1168
C32D5.5	1302
C32D5.6	1836
C32D5.7	1467
C32D5.8a	603
C32D5.8b	690
C32D5.9	708
C32E12.1.1	1724
C32E12.1.2	1725
C32E12.2	2187
C32E12.3	2124
C32E12.4.1	4753
C32E12.4.2	4609
C32E12.5.1	2049
C32E12.5.2	1428
C32E8.1	490
C32E8.10a	2411
C32E8.10b	2291
C32E8.10c	1988
C32E8.10d	1619
C32E8.10e	2023
C32E8.10f	951
C32E8.10h	1695
C32E8.11	6631
C32E8.12	129
C32E8.2a.1	664
C32E8.2a.2	677
C32E8.3	662
C32E8.4.1	341
C32E8.4.2	404
C32E8.4.3	550
C32E8.5.1	971
C32E8.5.2	1033
C32E8.6a	1568
C32E8.6b	1686
C32E8.7	1482
C32E8.8	2909
C32E8.9	899
C32F10.1a.1	2688
C32F10.1a.2	2366
C32F10.1b.1	1805
C32F10.1b.2	1772
C32F10.2	3215
C32F10.4	1035
C32F10.5	2227
C32F10.6	1840
C32F10.8a.1	1882
C32F10.8a.2	1883
C32F10.8a.3	1970
C32F10.8a.4	1813
C32F10.8b.1	1595
C32F10.8b.2	1596
C32F10.8b.3	1683
C32F10.8b.4	1526
C32H11.10	1140
C32H11.11	603
C32H11.12	1208
C32H11.13	1065
C32H11.1a	1561
C32H11.1b	1402
C32H11.2	999
C32H11.3	1208
C32H11.4	1175
C32H11.5.1	724
C32H11.5.2	779
C32H11.6	717
C32H11.7a	390
C32H11.8	588
C32H11.9	1150
C33A11.1.1	2358
C33A11.1.2	2470
C33A11.2	1062
C33A11.4a	2100
C33A11.4b	1800
C33A12.1	564
C33A12.10	1020
C33A12.11	1011
C33A12.12	2273
C33A12.13	1078
C33A12.14	990
C33A12.15	483
C33A12.19a	800
C33A12.19b	81
C33A12.2	434
C33A12.3a	1081
C33A12.3b	705
C33A12.4.1	418
C33A12.4.2	463
C33A12.6a	1682
C33A12.6b	1683
C33A12.7	852
C33A12.8	1008
C33B4.2	1018
C33B4.3a	3742
C33B4.3b	3434
C33B4.3c	3832
C33B4.4	524
C33B4.5	692
C33C12.1	462
C33C12.10	858
C33C12.11	492
C33C12.12	357
C33C12.3a	1883
C33C12.3b	1694
C33C12.4	558
C33C12.5	956
C33C12.7	393
C33C12.8	1579
C33C12.9	733
C33D12.1	1096
C33D12.2a	2893
C33D12.2b.1	1661
C33D12.2b.2	1583
C33D12.2c	2301
C33D12.2d	991
C33D12.3	1861
C33D12.6	2135
C33D12.7.1	897
C33D12.7.2	1025
C33D3.1	1563
C33D3.3	1052
C33D3.4	565
C33D3.5	1641
C33D9.10	423
C33D9.13	1434
C33D9.1a	2965
C33D9.1b	2914
C33D9.1c	2966
C33D9.1d	2734
C33D9.2	1008
C33D9.3a	2065
C33D9.3b.1	2056
C33D9.3b.2	1671
C33D9.4	972
C33D9.6a	3092
C33D9.6b	922
C33D9.8	759
C33E10.1	795
C33E10.10	408
C33E10.2	1116
C33E10.5	1767
C33E10.6	3045
C33E10.8	1227
C33F10.1	602
C33F10.11a	627
C33F10.11b.1	601
C33F10.11b.2	627
C33F10.12	1318
C33F10.13	1203
C33F10.14	756
C33F10.2	2646
C33F10.4	1096
C33F10.5a	3150
C33F10.5b	3806
C33F10.5c.1	4591
C33F10.5c.2	4551
C33F10.5d	3763
C33F10.7a	1320
C33F10.7b	1014
C33F10.8	1483
C33F10.9	458
C33G3.1a	3142
C33G3.1b.1	3346
C33G3.1b.2	3246
C33G3.3	1510
C33G3.4	2839
C33G3.5	1449
C33G3.6	2165
C33G8.1	1143
C33G8.10	1154
C33G8.11.1	1173
C33G8.11.2	1139
C33G8.12	1077
C33G8.13	1114
C33G8.2	1395
C33G8.3	504
C33G8.4	512
C33G8.5	1046
C33G8.6	1116
C33G8.7.1	1134
C33G8.7.2	1082
C33G8.8	1098
C33G8.9	1167
C33H5.1	974
C33H5.10	1151
C33H5.11a.1	1915
C33H5.11a.2	1769
C33H5.11a.3	1761
C33H5.11b	1314
C33H5.11c	522
C33H5.11d	1915
C33H5.12a	798
C33H5.13a	460
C33H5.13c	416
C33H5.14a.1	1763
C33H5.14a.2	1612
C33H5.14b	1763
C33H5.15a	1152
C33H5.15b	968
C33H5.16	1095
C33H5.17	1376
C33H5.18a.1	1641
C33H5.18a.2	1784
C33H5.18b.1	1671
C33H5.18b.2	1814
C33H5.19	908
C33H5.2	1549
C33H5.6	1119
C33H5.7	1280
C33H5.8	978
C33H5.9	2288
C34B2.10	583
C34B2.11	868
C34B2.1a	305
C34B2.1b	267
C34B2.2	561
C34B2.3	1172
C34B2.4	481
C34B2.5	743
C34B2.6	3059
C34B2.7.1	2112
C34B2.7.2	2019
C34B2.8	737
C34B2.9	761
C34B4.1a	3438
C34B4.1b	3514
C34B4.2a.1	1689
C34B4.2a.2	1722
C34B4.2a.3	1568
C34B4.3	1412
C34B4.4	1690
C34B4.5	1134
C34B4.7a	1083
C34B4.7b	858
C34B7.1	1466
C34B7.2	2879
C34B7.3	1723
C34B7.4	2093
C34C12.1	1419
C34C12.12	153
C34C12.2	2266
C34C12.3	1706
C34C12.4.1	678
C34C12.4.2	595
C34C12.5.1	888
C34C12.5.2	963
C34C12.6	1303
C34C12.7	966
C34C12.8	885
C34C12.9	695
C34C6.1	963
C34C6.10	1182
C34C6.3	1823
C34C6.4	1839
C34C6.5a	1764
C34C6.5b.1	1673
C34C6.5b.2	1764
C34C6.5b.3	1625
C34C6.5b.4	1582
C34C6.5c	1747
C34C6.5d	1453
C34C6.6a	1557
C34C6.6b	1545
C34C6.7a	1479
C34C6.7b	1026
C34C6.8	255
C34C6.9	513
C34D1.1	1012
C34D1.2	345
C34D1.3	1365
C34D1.4a	886
C34D1.4b	892
C34D1.4c	602
C34D1.5a	873
C34D1.5b	618
C34D1.5c	204
C34D10.1	960
C34D10.2a.1	2462
C34D10.2a.2	3785
C34D10.2b.1	2297
