	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1
OG0004204		ACC85007	
OG0004205		ACC85010	
OG0004206		ACC85011	
OG0004207		ACC85012	
OG0004208		ACC85013	
OG0004209		ACC85014	
OG0004210		ACC85015	
OG0004211		ACC85016	
OG0004212		ACC85017	
OG0004213		ACC85018	
OG0004214		ACC85020	
OG0004215		ACC85021	
OG0004216		ACC85022	
OG0004217		ACC85023	
OG0004218		ACC85024	
OG0004219		ACC85025	
OG0004220		ACC85026	
OG0004221		ACC85027	
OG0004222		ACC85028	
OG0004223		ACC85030	
OG0004224		ACC85031	
OG0004225		ACC85033	
OG0004226		ACC85034	
OG0004227		ACC85036	
OG0004228		ACC85037	
OG0004229		ACC85038	
OG0004230		ACC85039	
OG0004231		ACC85040	
OG0004232		ACC85041	
OG0004233		ACC85042	
OG0004234		ACC85043	
OG0004235		ACC85044	
OG0004236		ACC85046	
OG0004237		ACC85047	
OG0004238		ACC85048	
OG0004239		ACC85050	
OG0004240		ACC85051	
OG0004241		ACC85052	
OG0004242		ACC85053	
OG0004243		ACC85055	
OG0004244		ACC85057	
OG0004245		ACC85058	
OG0004246		ACC85061	
OG0004247		ACC85062	
OG0004248		ACC85063	
OG0004249		ACC85064	
OG0004250		ACC85065	
OG0004251		ACC85066	
OG0004252		ACC85067	
OG0004253		ACC85068	
OG0004254		ACC85071	
OG0004255		ACC85072	
OG0004256		ACC85073	
OG0004257		ACC85074	
OG0004258		ACC85075	
OG0004259		ACC85076	
OG0004260		ACC85077	
OG0004261		ACC85078	
OG0004262		ACC85079	
OG0004263		ACC85080	
OG0004264		ACC85081	
OG0004265		ACC85082	
OG0004266		ACC85083	
OG0004267		ACC85084	
OG0004268		ACC85085	
OG0004269		ACC85086	
OG0004270		ACC85087	
OG0004271		ACC85089	
OG0004272		ACC85091	
OG0004273		ACC85092	
OG0004274		ACC85094	
OG0004275		ACC85095	
OG0004276		ACC85096	
OG0004277		ACC85097	
OG0004278		ACC85098	
OG0004279		ACC85099	
OG0004280		ACC85100	
OG0004281		ACC85101	
OG0004282		ACC85102	
OG0004283		ACC85103	
OG0004284		ACC85104	
OG0004285		ACC85105	
OG0004286		ACC85107	
OG0004287		ACC85108	
OG0004288		ACC85109	
OG0004289		ACC85110	
OG0004290		ACC85111	
OG0004291		ACC85112	
OG0004292		ACC85113	
OG0004293		ACC85114	
OG0004294		ACC85115	
OG0004295		ACC85116	
OG0004296		ACC85117	
OG0004297		ACC85119	
OG0004298		ACC85120	
OG0004299		ACC85121	
OG0004300		ACC85122	
OG0004301		ACC85123	
OG0004302		ACC85125	
OG0004303		ACC85126	
OG0004304		ACC85127	
OG0004305		ACC85128	
OG0004306		ACC85129	
OG0004307		ACC85130	
OG0004308		ACC85131	
OG0004309		ACC85132	
OG0004310		ACC85133	
OG0004311		ACC85134	
OG0004312		ACC85136	
OG0004313		ACC85137	
OG0004314		ACC85138	
OG0004315		ACC85139	
OG0004316		ACC85140	
OG0004317		ACC85141	
OG0004318		ACC85142	
OG0004319		ACC85143	
OG0004320		ACC85144	
OG0004321		ACC85145	
OG0004322		ACC85146	
OG0004323		ACC85147	
OG0004324		ACC85148	
OG0004325		ACC85149	
OG0004326		ACC85150	
OG0004327		ACC85348	
OG0004328		ACC85349	
OG0004329		ACC85350	
OG0004330		ACC85351	
OG0004331		ACC85352	
OG0004332		ACC85353	
OG0004333		ACC85354	
OG0004334		ACC85355	
OG0004335		ACC85356	
OG0004336		ACC85357	
OG0004337		ACC85358	
OG0004338		ACC85359	
OG0004339		ACC85360	
OG0004340		ACC85361	
OG0004341		ACC85362	
OG0004342		ACC85363	
OG0004343		ACC85364	
OG0004344		ACC85365	
OG0004345		ACC85366	
OG0004346		ACC85367	
OG0004347		ACC85368	
OG0004348		ACC85369	
OG0004349		ACC85370	
OG0004350		ACC85371	
OG0004351		ACC85373	
OG0004352		ACC85374	
OG0004353		ACC85375	
OG0004354		ACC85376	
OG0004355		ACC85377	
OG0004356		ACC85378	
OG0004357		ACC85379	
OG0004358		ACC85380	
OG0004359		ACC85381	
OG0004360		ACC85382	
OG0004361		ACC85383	
OG0004362		ACC85384	
OG0004363		ACC85385	
OG0004364		ACC85386	
OG0004365		ACC85387	
OG0004366		ACC85389	
OG0004367		ACC85391	
OG0004368		ACC85392	
OG0004369		ACC85393	
OG0004370		ACC85394	
OG0004371		ACC85400	
OG0004372		ACC85401	
OG0004373		ACC85402	
OG0004374		ACC85403	
OG0004375		ACC85405	
OG0004376		ACC85406	
OG0004377		ACC85408	
OG0004378		ACC85409	
OG0004379		ACC85410	
OG0004380		ACC85411	
OG0004381		ACC85412	
OG0004382		ACC85413	
OG0004383		ACC85414	
OG0004384		ACC85415	
OG0004385		ACC85416	
OG0004386		ACC85417	
OG0004387		ACC85418	
OG0004388		ACC85419	
OG0004389		ACC85420	
OG0004390		ACC85423	
OG0004391		ACC85424	
OG0004392		ACC85425	
OG0004393		ACC85426	
OG0004394		ACC85428	
OG0004395		ACC85429	
OG0004396		ACC85430	
OG0004397		ACC85431	
OG0004398		ACC85432	
OG0004399		ACC85433	
OG0004400		ACC85435	
OG0004401		ACC85437	
OG0004402		ACC85438	
OG0004403		ACC85439	
OG0004404		ACC85440	
OG0004405		ACC85441	
OG0004406		ACC85442	
OG0004407		ACC85443	
OG0004408		ACC85444	
OG0004409		ACC85445	
OG0004410		ACC85447	
OG0004411		ACC85450	
OG0004412		ACC85452	
OG0004413		ACC85453	
OG0004414		ACC85454	
OG0004415		ACC85455	
OG0004416		ACC85456	
OG0004417		ACC85458	
OG0004418		ACC85459	
OG0004419		ACC85460	
OG0004420		ACC85461	
OG0004421		ACC85462	
OG0004422		ACC85463	
OG0004423		ACC85464	
OG0004424		ACC85465	
OG0004425		ACC85466	
OG0004426		ACC85467	
OG0004427		ACC85468	
OG0004428		ACC78805	
OG0004429		ACC78806	
OG0004430		ACC78807	
OG0004431		ACC78808	
OG0004432		ACC78813	
OG0004433		ACC78815	
OG0004434		ACC78816	
OG0004435		ACC78817	
OG0004436		ACC78818	
OG0004437		ACC78821	
OG0004438		ACC78827	
OG0004439		ACC78830	
OG0004440		ACC78834	
OG0004441		ACC78838	
OG0004442		ACC78840	
OG0004443		ACC78841	
OG0004444		ACC78842	
OG0004445		ACC78843	
OG0004446		ACC78844	
OG0004447		ACC78845	
OG0004448		ACC78847	
OG0004449		ACC78850	
OG0004450		ACC78852	
OG0004451		ACC78857	
OG0004452		ACC78872	
OG0004453		ACC78879	
OG0004454		ACC78884	
OG0004455		ACC78889	
OG0004456		ACC78896	
OG0004457		ACC78906	
OG0004458		ACC78907	
OG0004459		ACC78908	
OG0004460		ACC78911	
OG0004461		ACC78920	
OG0004462		ACC78927	
OG0004463		ACC78929	
OG0004464		ACC78930	
OG0004465		ACC78934	
OG0004466		ACC78935	
OG0004467		ACC78936	
OG0004468		ACC78937	
OG0004469		ACC78938	
OG0004470		ACC78940	
OG0004471		ACC78944	
OG0004472		ACC78945	
OG0004473		ACC78946	
OG0004474		ACC78947	
OG0004475		ACC78948	
OG0004476		ACC78952	
OG0004477		ACC78956	
OG0004478		ACC78957	
OG0004479		ACC78958	
OG0004480		ACC78963	
OG0004481		ACC78966	
OG0004482		ACC78967	
OG0004483		ACC78969	
OG0004484		ACC78971	
OG0004485		ACC78972	
OG0004486		ACC78974	
OG0004487		ACC78975	
OG0004488		ACC78980	
OG0004489		ACC78983	
OG0004490		ACC78987	
OG0004491		ACC78989	
OG0004492		ACC78990	
OG0004493		ACC78991	
OG0004494		ACC78993	
OG0004495		ACC78994	
OG0004496		ACC78995	
OG0004497		ACC78996	
OG0004498		ACC78997	
OG0004499		ACC78999	
OG0004500		ACC79000	
OG0004501		ACC79001	
OG0004502		ACC79002	
OG0004503		ACC79003	
OG0004504		ACC79004	
OG0004505		ACC79005	
OG0004506		ACC79006	
OG0004507		ACC79007	
OG0004508		ACC79008	
OG0004509		ACC79009	
OG0004510		ACC79011	
OG0004511		ACC79013	
OG0004512		ACC79014	
OG0004513		ACC79015	
OG0004514		ACC79016	
OG0004515		ACC79017	
OG0004516		ACC79018	
OG0004517		ACC79019	
OG0004518		ACC79020	
OG0004519		ACC79021	
OG0004520		ACC79022	
OG0004521		ACC79023	
OG0004522		ACC79024	
OG0004523		ACC79025	
OG0004524		ACC79026	
OG0004525		ACC79027	
OG0004526		ACC79029	
OG0004527		ACC79030	
OG0004528		ACC79031	
OG0004529		ACC79032	
OG0004530		ACC79033	
OG0004531		ACC79034	
OG0004532		ACC79035	
OG0004533		ACC79036	
OG0004534		ACC79042	
OG0004535		ACC79043	
OG0004536		ACC79047	
OG0004537		ACC79048	
OG0004538		ACC79049	
OG0004539		ACC79051	
OG0004540		ACC79053	
OG0004541		ACC79065	
OG0004542		ACC79072	
OG0004543		ACC79081	
OG0004544		ACC79085	
OG0004545		ACC79098	
OG0004546		ACC79099	
OG0004547		ACC79103	
OG0004548		ACC79112	
OG0004549		ACC79113	
OG0004550		ACC79114	
OG0004551		ACC79115	
OG0004552		ACC79121	
OG0004553		ACC79124	
OG0004554		ACC79127	
OG0004555		ACC79130	
OG0004556		ACC79131	
OG0004557		ACC79134	
OG0004558		ACC79135	
OG0004559		ACC79145	
OG0004560		ACC79146	
OG0004561		ACC79147	
OG0004562		ACC79148	
OG0004563		ACC79149	
OG0004564		ACC79152	
OG0004565		ACC79155	
OG0004566		ACC79156	
OG0004567		ACC79158	
OG0004568		ACC79159	
OG0004569		ACC79174	
OG0004570		ACC79175	
OG0004571		ACC79176	
OG0004572		ACC79177	
OG0004573		ACC79178	
OG0004574		ACC79179	
OG0004575		ACC79180	
OG0004576		ACC79183	
OG0004577		ACC79185	
OG0004578		ACC79186	
OG0004579		ACC79187	
OG0004580		ACC79188	
OG0004581		ACC79190	
OG0004582		ACC79191	
OG0004583		ACC79192	
OG0004584		ACC79193	
OG0004585		ACC79200	
OG0004586		ACC79201	
OG0004587		ACC79202	
OG0004588		ACC79203	
OG0004589		ACC79204	
OG0004590		ACC79205	
OG0004591		ACC79206	
OG0004592		ACC79221	
OG0004593		ACC79231	
OG0004594		ACC79234	
OG0004595		ACC79235	
OG0004596		ACC79236	
OG0004597		ACC79237	
OG0004598		ACC79238	
OG0004599		ACC79239	
OG0004600		ACC79241	
OG0004601		ACC79243	
OG0004602		ACC79244	
OG0004603		ACC79245	
OG0004604		ACC79249	
OG0004605		ACC79250	
OG0004606		ACC79252	
OG0004607		ACC79253	
OG0004608		ACC79257	
OG0004609		ACC79269	
OG0004610		ACC79283	
OG0004611		ACC79285	
OG0004612		ACC79286	
OG0004613		ACC79288	
OG0004614		ACC79289	
OG0004615		ACC79293	
OG0004616		ACC79294	
OG0004617		ACC79295	
OG0004618		ACC79297	
OG0004619		ACC79299	
OG0004620		ACC79301	
OG0004621		ACC79302	
OG0004622		ACC79303	
OG0004623		ACC79304	
OG0004624		ACC79308	
OG0004625		ACC79309	
OG0004626		ACC79320	
OG0004627		ACC79332	
OG0004628		ACC79333	
OG0004629		ACC79334	
OG0004630		ACC79335	
OG0004631		ACC79337	
OG0004632		ACC79338	
OG0004633		ACC79339	
OG0004634		ACC79340	
OG0004635		ACC79341	
OG0004636		ACC79342	
OG0004637		ACC79343	
OG0004638		ACC79348	
OG0004639		ACC79350	
OG0004640		ACC79351	
OG0004641		ACC79354	
OG0004642		ACC79355	
OG0004643		ACC79356	
OG0004644		ACC79363	
OG0004645		ACC79364	
OG0004646		ACC79365	
OG0004647		ACC79369	
OG0004648		ACC79373	
OG0004649		ACC79375	
OG0004650		ACC79376	
OG0004651		ACC79377	
OG0004652		ACC79378	
OG0004653		ACC79379	
OG0004654		ACC79382	
OG0004655		ACC79384	
OG0004656		ACC79385	
OG0004657		ACC79386	
OG0004658		ACC79387	
OG0004659		ACC79388	
OG0004660		ACC79389	
OG0004661		ACC79390	
OG0004662		ACC79391	
OG0004663		ACC79393	
OG0004664		ACC79394	
OG0004665		ACC79395	
OG0004666		ACC79398	
OG0004667		ACC79399	
OG0004668		ACC79400	
OG0004669		ACC79401	
OG0004670		ACC79402	
OG0004671		ACC79403	
OG0004672		ACC79406	
OG0004673		ACC79409	
OG0004674		ACC79417	
OG0004675		ACC79418	
OG0004676		ACC79419	
OG0004677		ACC79422	
OG0004678		ACC79426	
OG0004679		ACC79431	
OG0004680		ACC79432	
OG0004681		ACC79433	
OG0004682		ACC79434	
OG0004683		ACC79435	
OG0004684		ACC79436	
OG0004685		ACC79438	
OG0004686		ACC79439	
OG0004687		ACC79440	
OG0004688		ACC79441	
OG0004689		ACC79447	
OG0004690		ACC79448	
OG0004691		ACC79452	
OG0004692		ACC79458	
OG0004693		ACC79460	
OG0004694		ACC79461	
OG0004695		ACC79464	
OG0004696		ACC79467	
OG0004697		ACC79478	
OG0004698		ACC79481	
OG0004699		ACC79482	
OG0004700		ACC79483	
OG0004701		ACC79484	
OG0004702		ACC79485	
OG0004703		ACC79486	
OG0004704		ACC79487	
OG0004705		ACC79488	
OG0004706		ACC79489	
OG0004707		ACC79490	
OG0004708		ACC79491	
OG0004709		ACC79497	
OG0004710		ACC79498	
OG0004711		ACC79499	
OG0004712		ACC79500	
OG0004713		ACC79501	
OG0004714		ACC79502	
OG0004715		ACC79505	
OG0004716		ACC79507	
OG0004717		ACC79508	
OG0004718		ACC79514	
OG0004719		ACC79517	
OG0004720		ACC79518	
OG0004721		ACC79526	
OG0004722		ACC79531	
OG0004723		ACC79534	
OG0004724		ACC79536	
OG0004725		ACC79537	
OG0004726		ACC79538	
OG0004727		ACC79539	
OG0004728		ACC79540	
OG0004729		ACC79541	
OG0004730		ACC79542	
OG0004731		ACC79543	
OG0004732		ACC79544	
OG0004733		ACC79545	
OG0004734		ACC79547	
OG0004735		ACC79548	
OG0004736		ACC79549	
OG0004737		ACC79550	
OG0004738		ACC79555	
OG0004739		ACC79571	
OG0004740		ACC79572	
OG0004741		ACC79574	
OG0004742		ACC79598	
OG0004743		ACC79599	
OG0004744		ACC79600	
OG0004745		ACC79601	
OG0004746		ACC79608	
OG0004747		ACC79609	
OG0004748		ACC79610	
OG0004749		ACC79616	
OG0004750		ACC79625	
OG0004751		ACC79632	
OG0004752		ACC79649	
OG0004753		ACC79652	
OG0004754		ACC79653	
OG0004755		ACC79654	
OG0004756		ACC79656	
OG0004757		ACC79657	
OG0004758		ACC79658	
OG0004759		ACC79661	
OG0004760		ACC79662	
OG0004761		ACC79663	
OG0004762		ACC79666	
OG0004763		ACC79667	
OG0004764		ACC79668	
OG0004765		ACC79670	
OG0004766		ACC79671	
OG0004767		ACC79677	
OG0004768		ACC79682	
OG0004769		ACC79683	
OG0004770		ACC79685	
OG0004771		ACC79689	
OG0004772		ACC79692	
OG0004773		ACC79693	
OG0004774		ACC79695	
OG0004775		ACC79699	
OG0004776		ACC79700	
OG0004777		ACC79702	
OG0004778		ACC79703	
OG0004779		ACC79704	
OG0004780		ACC79706	
OG0004781		ACC79713	
OG0004782		ACC79715	
OG0004783		ACC79724	
OG0004784		ACC79732	
OG0004785		ACC79735	
OG0004786		ACC79736	
OG0004787		ACC79737	
OG0004788		ACC79739	
OG0004789		ACC79741	
OG0004790		ACC79746	
OG0004791		ACC79749	
OG0004792		ACC79755	
OG0004793		ACC79756	
OG0004794		ACC79757	
OG0004795		ACC79762	
OG0004796		ACC79764	
OG0004797		ACC79765	
OG0004798		ACC79767	
OG0004799		ACC79771	
OG0004800		ACC79772	
OG0004801		ACC79776	
OG0004802		ACC79777	
OG0004803		ACC79778	
OG0004804		ACC79779	
OG0004805		ACC79784	
OG0004806		ACC79793	
OG0004807		ACC79799	
OG0004808		ACC79801	
OG0004809		ACC79802	
OG0004810		ACC79808	
OG0004811		ACC79816	
OG0004812		ACC79818	
OG0004813		ACC79819	
OG0004814		ACC79820	
OG0004815		ACC79821	
OG0004816		ACC79822	
OG0004817		ACC79823	
OG0004818		ACC79824	
OG0004819		ACC79825	
OG0004820		ACC79826	
OG0004821		ACC79827	
OG0004822		ACC79828	
OG0004823		ACC79829	
OG0004824		ACC79830	
OG0004825		ACC79831	
OG0004826		ACC79832	
OG0004827		ACC79833	
OG0004828		ACC79834	
OG0004829		ACC79835	
OG0004830		ACC79836	
OG0004831		ACC79837	
OG0004832		ACC79839	
OG0004833		ACC79840	
OG0004834		ACC79841	
OG0004835		ACC79842	
OG0004836		ACC79843	
OG0004837		ACC79850	
OG0004838		ACC79852	
OG0004839		ACC79854	
OG0004840		ACC79861	
OG0004841		ACC79863	
OG0004842		ACC79864	
OG0004843		ACC79866	
OG0004844		ACC79869	
OG0004845		ACC79872	
OG0004846		ACC79874	
OG0004847		ACC79875	
OG0004848		ACC79877	
OG0004849		ACC79879	
OG0004850		ACC79882	
OG0004851		ACC79888	
OG0004852		ACC79896	
OG0004853		ACC79900	
OG0004854		ACC79902	
OG0004855		ACC79903	
OG0004856		ACC79905	
OG0004857		ACC79906	
OG0004858		ACC79908	
OG0004859		ACC79909	
OG0004860		ACC79922	
OG0004861		ACC79923	
OG0004862		ACC79925	
OG0004863		ACC79926	
OG0004864		ACC79927	
OG0004865		ACC79929	
OG0004866		ACC79931	
OG0004867		ACC79932	
OG0004868		ACC79933	
OG0004869		ACC79934	
OG0004870		ACC79938	
OG0004871		ACC79940	
OG0004872		ACC79944	
OG0004873		ACC79947	
OG0004874		ACC79948	
OG0004875		ACC79958	
OG0004876		ACC79959	
OG0004877		ACC79968	
OG0004878		ACC79969	
OG0004879		ACC79970	
OG0004880		ACC79971	
OG0004881		ACC79972	
OG0004882		ACC79973	
OG0004883		ACC79975	
OG0004884		ACC79977	
OG0004885		ACC79978	
OG0004886		ACC79979	
OG0004887		ACC79984	
OG0004888		ACC79987	
OG0004889		ACC79988	
OG0004890		ACC79989	
OG0004891		ACC79990	
OG0004892		ACC79991	
OG0004893		ACC79992	
OG0004894		ACC79993	
OG0004895		ACC79994	
OG0004896		ACC79995	
OG0004897		ACC79996	
OG0004898		ACC79997	
OG0004899		ACC79998	
OG0004900		ACC80002	
OG0004901		ACC80003	
OG0004902		ACC80004	
OG0004903		ACC80005	
OG0004904		ACC80006	
OG0004905		ACC80007	
OG0004906		ACC80008	
OG0004907		ACC80009	
OG0004908		ACC80010	
OG0004909		ACC80011	
OG0004910		ACC80012	
OG0004911		ACC80014	
OG0004912		ACC80016	
OG0004913		ACC80018	
OG0004914		ACC80020	
OG0004915		ACC80021	
OG0004916		ACC80022	
OG0004917		ACC80023	
OG0004918		ACC80028	
OG0004919		ACC80033	
OG0004920		ACC80034	
OG0004921		ACC80035	
OG0004922		ACC80036	
OG0004923		ACC80037	
OG0004924		ACC80038	
OG0004925		ACC80039	
OG0004926		ACC80042	
OG0004927		ACC80044	
OG0004928		ACC80045	
OG0004929		ACC80046	
OG0004930		ACC80050	
OG0004931		ACC80051	
OG0004932		ACC80052	
OG0004933		ACC80064	
OG0004934		ACC80065	
OG0004935		ACC80069	
OG0004936		ACC80076	
OG0004937		ACC80078	
OG0004938		ACC80079	
OG0004939		ACC80080	
OG0004940		ACC80081	
OG0004941		ACC80083	
OG0004942		ACC80085	
OG0004943		ACC80086	
OG0004944		ACC80087	
OG0004945		ACC80088	
OG0004946		ACC80091	
OG0004947		ACC80092	
OG0004948		ACC80096	
OG0004949		ACC80097	
OG0004950		ACC80098	
OG0004951		ACC80100	
OG0004952		ACC80101	
OG0004953		ACC80102	
OG0004954		ACC80103	
OG0004955		ACC80104	
OG0004956		ACC80106	
OG0004957		ACC80107	
OG0004958		ACC80108	
OG0004959		ACC80111	
OG0004960		ACC80112	
OG0004961		ACC80113	
OG0004962		ACC80114	
OG0004963		ACC80115	
OG0004964		ACC80116	
OG0004965		ACC80117	
OG0004966		ACC80118	
OG0004967		ACC80119	
OG0004968		ACC80120	
OG0004969		ACC80121	
OG0004970		ACC80122	
OG0004971		ACC80123	
OG0004972		ACC80124	
OG0004973		ACC80125	
OG0004974		ACC80128	
OG0004975		ACC80129	
OG0004976		ACC80130	
OG0004977		ACC80132	
OG0004978		ACC80133	
OG0004979		ACC80136	
OG0004980		ACC80137	
OG0004981		ACC80138	
OG0004982		ACC80141	
OG0004983		ACC80143	
OG0004984		ACC80144	
OG0004985		ACC80147	
OG0004986		ACC80150	
OG0004987		ACC80153	
OG0004988		ACC80157	
OG0004989		ACC80159	
OG0004990		ACC80160	
OG0004991		ACC80161	
OG0004992		ACC80163	
OG0004993		ACC80165	
OG0004994		ACC80168	
OG0004995		ACC80169	
OG0004996		ACC80170	
OG0004997		ACC80173	
OG0004998		ACC80174	
OG0004999		ACC80177	
OG0005000		ACC80180	
OG0005001		ACC80181	
OG0005002		ACC80182	
OG0005003		ACC80183	
OG0005004		ACC80184	
OG0005005		ACC80185	
OG0005006		ACC80187	
OG0005007		ACC80188	
OG0005008		ACC80189	
OG0005009		ACC80190	
OG0005010		ACC80192	
OG0005011		ACC80193	
OG0005012		ACC80196	
OG0005013		ACC80198	
OG0005014		ACC80200	
OG0005015		ACC80201	
OG0005016		ACC80202	
OG0005017		ACC80205	
OG0005018		ACC80216	
OG0005019		ACC80220	
OG0005020		ACC80221	
OG0005021		ACC80232	
OG0005022		ACC80234	
OG0005023		ACC80246	
OG0005024		ACC80248	
OG0005025		ACC80250	
OG0005026		ACC80251	
OG0005027		ACC80252	
OG0005028		ACC80255	
OG0005029		ACC80256	
OG0005030		ACC80258	
OG0005031		ACC80263	
OG0005032		ACC80266	
OG0005033		ACC80278	
OG0005034		ACC80279	
OG0005035		ACC80281	
OG0005036		ACC80283	
OG0005037		ACC80286	
OG0005038		ACC80287	
OG0005039		ACC80288	
OG0005040		ACC80289	
OG0005041		ACC80290	
OG0005042		ACC80291	
OG0005043		ACC80292	
OG0005044		ACC80293	
OG0005045		ACC80296	
OG0005046		ACC80297	
OG0005047		ACC80298	
OG0005048		ACC80301	
OG0005049		ACC80305	
OG0005050		ACC80310	
OG0005051		ACC80312	
OG0005052		ACC80313	
OG0005053		ACC80315	
OG0005054		ACC80324	
OG0005055		ACC80327	
OG0005056		ACC80328	
OG0005057		ACC80329	
OG0005058		ACC80330	
OG0005059		ACC80331	
OG0005060		ACC80332	
OG0005061		ACC80333	
OG0005062		ACC80334	
OG0005063		ACC80336	
OG0005064		ACC80338	
OG0005065		ACC80339	
OG0005066		ACC80340	
OG0005067		ACC80341	
OG0005068		ACC80342	
OG0005069		ACC80343	
OG0005070		ACC80344	
OG0005071		ACC80345	
OG0005072		ACC80346	
OG0005073		ACC80347	
OG0005074		ACC80348	
OG0005075		ACC80349	
OG0005076		ACC80350	
OG0005077		ACC80352	
OG0005078		ACC80357	
OG0005079		ACC80361	
OG0005080		ACC80363	
OG0005081		ACC80364	
OG0005082		ACC80384	
OG0005083		ACC80386	
OG0005084		ACC80394	
OG0005085		ACC80397	
OG0005086		ACC80399	
OG0005087		ACC80401	
OG0005088		ACC80405	
OG0005089		ACC80407	
OG0005090		ACC80408	
OG0005091		ACC80409	
OG0005092		ACC80411	
OG0005093		ACC80412	
OG0005094		ACC80413	
OG0005095		ACC80414	
OG0005096		ACC80416	
OG0005097		ACC80417	
OG0005098		ACC80420	
OG0005099		ACC80421	
OG0005100		ACC80428	
OG0005101		ACC80429	
OG0005102		ACC80430	
OG0005103		ACC80431	
OG0005104		ACC80432	
OG0005105		ACC80433	
OG0005106		ACC80434	
OG0005107		ACC80437	
OG0005108		ACC80439	
OG0005109		ACC80442	
OG0005110		ACC80448	
OG0005111		ACC80449	
OG0005112		ACC80450	
OG0005113		ACC80451	
OG0005114		ACC80452	
OG0005115		ACC80453	
OG0005116		ACC80454	
OG0005117		ACC80455	
OG0005118		ACC80456	
OG0005119		ACC80457	
OG0005120		ACC80458	
OG0005121		ACC80459	
OG0005122		ACC80463	
OG0005123		ACC80465	
OG0005124		ACC80466	
OG0005125		ACC80468	
OG0005126		ACC80469	
OG0005127		ACC80470	
OG0005128		ACC80471	
OG0005129		ACC80472	
OG0005130		ACC80473	
OG0005131		ACC80474	
OG0005132		ACC80475	
OG0005133		ACC80476	
OG0005134		ACC80477	
OG0005135		ACC80481	
OG0005136		ACC80482	
OG0005137		ACC80484	
OG0005138		ACC80488	
OG0005139		ACC80489	
OG0005140		ACC80512	
OG0005141		ACC80515	
OG0005142		ACC80516	
OG0005143		ACC80517	
OG0005144		ACC80519	
OG0005145		ACC80524	
OG0005146		ACC80526	
OG0005147		ACC80536	
OG0005148		ACC80537	
OG0005149		ACC80540	
OG0005150		ACC80546	
OG0005151		ACC80547	
OG0005152		ACC80548	
OG0005153		ACC80549	
OG0005154		ACC80550	
OG0005155		ACC80552	
OG0005156		ACC80560	
OG0005157		ACC80571	
OG0005158		ACC80572	
OG0005159		ACC80576	
OG0005160		ACC80578	
OG0005161		ACC80580	
OG0005162		ACC80581	
OG0005163		ACC80582	
OG0005164		ACC80589	
OG0005165		ACC80593	
OG0005166		ACC80594	
OG0005167		ACC80596	
OG0005168		ACC80597	
OG0005169		ACC80601	
OG0005170		ACC80604	
OG0005171		ACC80605	
OG0005172		ACC80607	
OG0005173		ACC80608	
OG0005174		ACC80609	
OG0005175		ACC80610	
OG0005176		ACC80611	
OG0005177		ACC80612	
OG0005178		ACC80615	
OG0005179		ACC80616	
OG0005180		ACC80617	
OG0005181		ACC80618	
OG0005182		ACC80619	
OG0005183		ACC80620	
OG0005184		ACC80621	
OG0005185		ACC80622	
OG0005186		ACC80624	
OG0005187		ACC80626	
OG0005188		ACC80627	
OG0005189		ACC80628	
OG0005190		ACC80629	
OG0005191		ACC80630	
OG0005192		ACC80632	
OG0005193		ACC80633	
OG0005194		ACC80634	
OG0005195		ACC80635	
OG0005196		ACC80636	
OG0005197		ACC80637	
OG0005198		ACC80638	
OG0005199		ACC80639	
OG0005200		ACC80643	
OG0005201		ACC80651	
OG0005202		ACC80652	
OG0005203		ACC80653	
OG0005204		ACC80654	
OG0005205		ACC80657	
OG0005206		ACC80659	
OG0005207		ACC80665	
OG0005208		ACC80666	
OG0005209		ACC80667	
OG0005210		ACC80668	
OG0005211		ACC80669	
OG0005212		ACC80671	
OG0005213		ACC80672	
OG0005214		ACC80673	
OG0005215		ACC80674	
OG0005216		ACC80676	
OG0005217		ACC80678	
OG0005218		ACC80679	
OG0005219		ACC80680	
OG0005220		ACC80681	
OG0005221		ACC80682	
OG0005222		ACC80683	
OG0005223		ACC80684	
OG0005224		ACC80685	
OG0005225		ACC80686	
OG0005226		ACC80687	
OG0005227		ACC80688	
OG0005228		ACC80691	
OG0005229		ACC80692	
OG0005230		ACC80693	
OG0005231		ACC80694	
OG0005232		ACC80696	
OG0005233		ACC80697	
OG0005234		ACC80698	
OG0005235		ACC80699	
OG0005236		ACC80700	
OG0005237		ACC80701	
OG0005238		ACC80703	
OG0005239		ACC80704	
OG0005240		ACC80705	
OG0005241		ACC80706	
OG0005242		ACC80707	
OG0005243		ACC80709	
OG0005244		ACC80711	
OG0005245		ACC80713	
OG0005246		ACC80714	
OG0005247		ACC80716	
OG0005248		ACC80718	
OG0005249		ACC80719	
OG0005250		ACC80720	
OG0005251		ACC80723	
OG0005252		ACC80724	
OG0005253		ACC80725	
OG0005254		ACC80726	
OG0005255		ACC80727	
OG0005256		ACC80728	
OG0005257		ACC80729	
OG0005258		ACC80730	
OG0005259		ACC80731	
OG0005260		ACC80732	
OG0005261		ACC80733	
OG0005262		ACC80735	
OG0005263		ACC80736	
OG0005264		ACC80737	
OG0005265		ACC80739	
OG0005266		ACC80740	
OG0005267		ACC80741	
OG0005268		ACC80743	
OG0005269		ACC80744	
OG0005270		ACC80745	
OG0005271		ACC80746	
OG0005272		ACC80747	
OG0005273		ACC80748	
